name,address,zipCode,biz_id,rating,review_count
Ribs-R-Us,4912 N 05th St,19120,ribs-r-us-philadelphia,3.5,52
Ricci's,1165 S 11th St,19147,ricci-brothers-philadelphia,4.0,27
Rice & Mix,1207  Walnut St,19107,rice-and-mix-philadelphia,3.5,138
Rice and Things,7232  Haverford Ave,19151,rice-and-things-philadelphia,3.5,8
Rich City Chinese,514 S 05th St,19147,rich-city-philadelphia,3.5,92
Riehl Deli & Cheese,51 N 12th St,19107,riehl-deli-and-cheese-shop-philadelphia-2,5.0,14
Rieker's Prime Meats,7979  Oxford Ave,19111,riekers-prime-meats-philadelphia,4.5,40
RIM Cafe,1172 S 09th St,19147,rim-cafe-philadelphia,4.5,212
Rising Sun Pizza,6919  Rising Sun Ave,19111,rising-sun-pizza-philadelphia,3.0,17
Rising Tide,937  Race St,19107,rising-tide-philadelphia-2,3.0,108
Ristorante Aroma,1120  Pine St,19107,ristorante-aroma-philadelphia-2,5.0,16
Ristorante La Buca,711  Locust St,19106,ristorante-la-buca-philadelphia,3.5,53
Rita's Italian Ice,2271 W Hunting Park Ave,19140,ritas-italian-ice-philadelphia-31,3.0,1
Rita's Italian Ice,8201  Stenton Ave,19150,ritas-italian-ice-philadelphia-32,3.5,4
Rita's Italian Water Ice,1511  Spruce St,19102,ritas-italian-ice-philadelphia-21,4.0,65
Rita's Water Ice,1709  Grant Ave,19115,ritas-italian-ice-philadelphia-17,4.0,6
Rita's Water Ice,2200 S Broad St,19145,ritas-italian-ice-philadelphia-19,3.5,6
Rita's Water Ice,239  South St,19147,ritas-italian-ice-philadelphia-3,4.0,79
Rita's Water Ice,2499  Aramingo Ave,19125,ritas-italian-ice-philadelphia-18,3.5,3
Rita's Water Ice,5420  Ridge Ave,19128,ritas-italian-ice-philadelphia-23,4.0,10
Rita's Water Ice,5901  Rising Sun Ave,19120,ritas-italian-ice-philadelphia-10,3.5,4
Rita's Water Ice,6200  Frankford Ave,19135,ritas-italian-ice-philadelphia,5.0,2
Rita's Water Ice,7239  Frankford Ave,19135,ritas-italian-ice-philadelphia-13,4.0,5
Rita's Water Ice,7718  City Ave,19151,ritas-water-ice-philadelphia-18,2.5,3
Rita's Waterice,2124  South St,19146,ritas-italian-ice-philadelphia-26,4.5,18
Rittenhouse 1715,1715  Rittenhouse Square St,19103,rittenhouse-1715-philadelphia,4.0,30
Rittenhouse Pizza,132 S 20th St   132 S. 20th St.,19103,tower-style-pizza-philadelphia,2.0,121
Ritz at the Bourse,400  Ranstead St,19106,ritz-at-the-bourse-philadelphia,4.0,96
Ritz East Theater,125 S 02nd St   1,19106,ritz-east-philadelphia,4.5,92
Ritz V Theatre,214  Walnut St,19106,ritz-five-philadelphia,4.0,104
River Wards Cafe,3118  Richmond St,19134,river-wards-cafe-philadelphia,5.0,11
Riverside Pizza,4217  Main St,19127,riverside-pizza-philadelphia,4.5,53
Robola Pizza,1999 N 52nd St,19131,robola-pizza-and-grill-philadelphia,2.5,15
Rocket Cat Cafe,2001  Frankford Ave,19125,rocket-cat-cafe-philadelphia,3.5,154
Roe,"138  Chestnut St, PA",null,roe-philadelphia-2,3.5,88
Rogues Gallery,11 S 21st St BLDG,19103,rogues-gallery-philadelphia,4.0,121
Rollers Express,8341  Germantown Ave,19118,rollers-express-o-philadelphia,3.5,45
Rolling Thunder,7017  Roosevelt Blvd,19149,jamz-roller-skating-center-philadelphia,2.0,11
Roma's Pizza,6129  Ridge Ave,19128,romas-pizza-philadelphia,4.0,56
Roman's  Pizza,6613  Ridge Ave,19128,romans-pizza-pasta-house-philadelphia,2.5,27
Romanos Pizza Express,2901 N 05th St,19133,romanos-pizza-express-philadelphia,2.5,8
Root Restaurant & Wine Bar,1206  Frankford Ave,19125,root-philadelphia-2,4.5,73
Rosa Blanca,707  Chestnut St,19106,rosa-blanca-philadelphia,3.5,227
Rosa's Fresh Pizza,25 S 11th St,19107,rosas-fresh-pizza-philadelphia,4.5,147
Rosa's Pretzel Bakery,441 W Girard Ave,19123,rosas-pretzel-bakery-philadelphia,4.5,3
Rosario's,1256 S 15th St,19146,rosarios-pizzeria-philadelphia,4.0,100
Rose Petals & Cafe Lounge,322 W Chelten Ave,19144,rose-petals-cafe-and-lounge-philadelphia,4.0,151
Rose Tattoo Cafe,1847  Callowhill St,19130,rose-tattoo-cafe-philadelphia-3,4.0,211
Rose's Water Ice,4240  Pechin St,19128,roses-water-ice-philadelphia-2,4.5,23
Ross  Dress for Less,2327  cottman Ave,19149,ross-dress-for-less-philadelphia-11,1.0,5
ROTISSEUR,102 S 21 St STE,19103,rotisseur-philadelphia,3.5,249
Rotten Ralph's,201  Chestnut St,19106,rotten-ralphs-philadelphia,2.5,147
Rouge 98,205 S 18th St,19103,rouge-philadelphia,3.5,372
Route 23 Cafe,4102  Germantown Ave,19140,route-23-cafe-philadelphia-4,3.0,30
Roxborough Home For Women,601  Leverington St,19128,roxborough-seafood-house-philadelphia,3.5,65
Roxborough Seafood House,601  Jamestown St,19128,roxborough-seafood-house-philadelphia,3.5,65
Royal Ashoka Restaurant,13314  Philmont Ave,19116,royal-ashoka-philadelphia,4.5,15
Royal Sushi and Izakaya,780 S 2nd St,19147,royal-sushi-and-izakaya-philadelphia,4.5,22
Royal's Restaurant,7802  Limekiln Pike,19150,royals-restaurants-philadelphia,4.5,32
Ruby Buffet,1100 S Columbus Blvd   18a,19147,ruby-buffet-philadelphia,3.5,139
Ruby Tuesday,1534  Franklin Mills Cir,19154,ruby-tuesday-philadelphia-5,2.0,13
Ruby Tuesday,1625  Chestnut St   100,19103,ruby-tuesday-philadelphia-2,2.5,89
Ruby Tuesday,8680  Bartram Ave,19153,ruby-tuesday-philadelphia,2.5,86
Russet,1521  Spruce Street,19102,russet-philadelphia,3.5,209
Rustica,903 N 02nd St,19123,rustica-philadelphia,4.0,261
Ruth's Chris Steak House,1800  Market St,19103,ruths-chris-steak-house-philadelphia-4,4.0,29
Ryan Crown's Juice Club,1425  Arch St,19102,ryan-crowns-juice-club-philadelphia,4.5,53
Rybread,2319  Fairmount Ave,19130,rybread-philadelphia,4.0,332
Rybrew,2816 W Girard Ave,19130,rybrew-philadelphia,4.5,115
Saad's Halal Restaurant Inc,4500  Walnut St,19139,saads-halal-restaurant-philadelphia,4.5,409
Sabor Poblano,1438  Federal St,19146,el-sabor-poblano-philadelphia,3.5,38
Sabrina's Cafe,910  Christian St,19147,sabrinas-cafe-philadelphia-26,4.0,925
Sahara Grill,1334  Walnut St   1334B,19107,sahara-grill-philadelphia,4.0,217
Saigon Cuisine,4000  Chestnut St FL 1st.,19104,saigon-cuisine-philadelphia,3.0,82
Saigon Maxim Restaurant,612  Washington Ave   3B,19147,saigon-maxim-restaurant-philadelphia,2.5,38
Saint Benjamin Brewing Co.,1710 N 05th St,19122,saint-benjamin-brewing-company-philadelphia,4.5,23
Saint Lazarus Bar,102 W Girard Ave,19123,saint-lazarus-philadelphia,4.5,33
Sakura Japanese Cuisine,1521  Spring Garden St,19130,sakura-japanese-cuisine-philadelphia,3.5,111
Sakuza Mandarin,1038  Race St,19107,sakura-mandarin-philadelphia-2,3.5,263
Salad Works,1500  Spring Garden St,19130,saladworks-philadelphia-5,2.0,16
Salerno's Pizza,6500  Rising Sun Ave,19111,salernos-ristorante-and-pizzeria-philadelphia,4.5,19
Salsa,2126 E Lehigh Ave,19125,salsa-on-the-square-philadelphia,3.5,4
Salvito's Pizza,9045  Ashton Rd,19136,salvitos-pizza-palace-philadelphia,4.0,30
Sbraga,440 S Broad St LOWR,19146,sbraga-philadelphia,4.0,372
Scanlon's,4201  Manayunk Ave,19128,scanlons-saloon-philadelphia,4.0,8
Scannicchio's,2500 S Broad St,19145,scannicchios-philadelphia,4.0,108
Schenk's Family Bakery,7951  Verree Rd,19111,schenks-family-bakery-philadelphia,4.0,19
Schlesinger's,1521  Locust St,19102,schlesingers-philadelphia,3.5,157
Scoop Deville,1315  Walnut St,19107,scoop-deville-philadelphia-3,4.0,293
Scoop's,812 E Thompson St   1,19125,scoops-ice-cream-and-water-ice-stand-philadelphia,4.5,12
Scotty's Bar,1420  Ellsworth St,19146,scottys-bar-philadelphia,3.5,3
Scratch Biscuits,1306  Chestnut St,19107,scratch-biscuits-philadelphia-2,3.0,118
Sea Bar Restaurant,140 N 10th St,19107,sea-bar-restaurant-philadelphia,4.0,42
Seafood Bay,8006  Frankford Ave,19136,seafood-bay-inc-philadelphia-2,3.0,1
"Seafood Temptation,  Inc.",740 E Chelten Ave,19144,seafood-sensations-philadelphia-2,2.0,4
Seafood Unlimited,270 S 20th St BLDG,19103,seafood-unlimited-philadelphia,3.0,99
Seiko,604 N 02nd St,19123,seiko-japanese-restaurant-philadelphia-7,3.5,72
Serafina,130 S 18th St,19103,serafina-philadelphia-philadelphia,2.5,297
Serpico,604  South St,19147,serpico-philadelphia,4.0,275
Serrano's / Tin Angel,20 S 02nd St   X,19106,tin-angel-at-serrano-philadelphia,4.0,64
Serv-Rite Food Market,239 S 10th St,19107,serv-rite-food-market-philadelphia-2,3.5,7
Seulanga Cafe,1838 S 18th St,19145,seulanga-philadelphia,4.0,18
Shaban Kabob & Curry,4145  Chestnut St,19104,shaban-kabab-and-curry-philadelphia,3.0,44
Shake Shack,3200  Chestnut St,19104,shake-shack-philadelphia-2,3.5,135
Shalom Pizza,7598  Haverford Ave,19151,shalom-pizzeria-philadelphia,2.5,14
Shamrock Pub,1400 S 02nd St,19147,shamrock-pub-philadelphia,3.5,4
Shan Chuan Restaurant,4211  Ridge Ave,19129,shan-chuan-philadelphia,3.5,85
Shane Candies,110  Market St,19106,shane-confectionery-philadelphia,4.0,99
Shang Hai 1,123 N 10th St,19107,shang-hai-1-philadelphia-2,4.0,121
Shanghai Station,4002  Spruce St   2005,19104,shanghai-station-philadelphia-5,4.0,37
Shap's Corner Luncheonette,511 N Broad St,19123,shaps-corner-luncheonette-philadelphia,4.0,4
Shef's Pizza,4330  Sheffield St,19136,shefs-pizza-philadelphia,3.5,38
Sheffield Tavern,4501  Sheffield Ave,19136,sheffield-tavern-philadelphia,2.5,13
Shenanigans Saloon,1624 N Front St,19122,shenanigans-under-the-el-philadelphia-2,4.0,10
Shenanigans Saloon,3133  Gaul St,19134,shenanigans-saloon-philadelphia,5.0,1
Shiao Lan Kong Restaurant,930  Race St,19107,shiao-lan-kung-philadelphia,4.0,177
Shing Kee Restaurant,600  Washington Ave,19147,shing-kee-philadelphia,4.0,36
Shiroi Hana,222 S 15th St,19102,shiroi-hana-philadelphia,4.0,166
Shish-Kabob Palace,1683  Grant Ave,19115,shish-kabob-palace-philadelphia,3.5,58
Shop Rite,2301  Oregon Ave   f,19145,shoprite-philadelphia-11,2.5,28
Shop Rite,2946  Island Ave,19153,shoprite-island-avenue-philadelphia,2.5,11
Shop Rite #436,3745  Aramingo Ave,19137,shoprite-of-aramingo-avenue-philadelphia,2.5,23
ShopRite of Snyder Ave,29 E Snyder Ave,19145,shoprite-snyder-plaza-philadelphia,4.0,58
Shot Tower Coffee,542  Christian St,19147,shot-tower-coffee-philadelphia-2,4.5,100
Sidekick's Sports Bar Inc.,2207 N 02nd St,19133,sidekicks-sports-bar-philadelphia,5.0,1
Silk City Restaurant & Bar,435  Spring Garden St,19123,silk-city-diner-and-lounge-philadelphia,4.0,670
Silvia's Bakery 2,2846 N Front St,19133,silvia-bakery-philadelphia,4.5,2
Simon's Kosher Meat,6926  Bustleton Ave,19149,simons-kosher-philadelphia,4.5,12
Sitar India Restaurant,60 S 38th St,19104,sitar-india-philadelphia,4.0,278
Siu Kee Duck House,111 N 10th St,19107,siu-kee-duck-house-philadelphia,4.0,49
Sketch,413 E Girard Ave,19125,sketch-burger-philadelphia,4.0,450
Sky Cafe,1122  Washington Ave UNIT B,19147,sky-cafe-philadelphia-2,4.5,33
Slack's Hoagie Shack,1619  Grant Ave,19115,slacks-hoagie-shack-philadelphia-5,3.5,20
Slack's Hoagie Shack,2499  Aramingo Ave   a,19125,slacks-hoagie-shack-philadelphia-3,3.5,52
Slate,102 S 21st St,19103,slate-philadelphia-2,3.0,126
Slice,1180 S 10th St,19147,slice-philadelphia,3.5,263
Slice,1740  Sansom St,19103,slice-philadelphia-2,3.5,189
Slices Pizza,4249  Ridge Ave,19129,slices-pizza-philadelphia,3.5,54
Smile Cafe,105  S. 22nd St,19103,smile-cafe-philadelphia,4.0,222
Smiley's Cafe,110  Cotton St,19127,smileys-cafe-philadelphia,4.5,289
Smiths Restaurant/Lounge,39 S 19th St,19103,smiths-restaurant-and-bar-philadelphia,3.5,165
Smokey Joe's,208 S 40th St   Smokes,19104,smokey-joes-tavern-philadelphia-2,3.5,72
Smokey Pint,2549  Orthodox St,19137,smokey-pint-philadelphia,4.0,37
Smokin John's Barbeque,4258  Main St,19127,smokin-johns-barbeque-manayunk,3.5,103
Smokin' Betty's,116 S 11th St,19107,smokin-bettys-philadelphia,3.5,620
Smoothie King,1101  Market St,19107,smoothie-king-philadelphia-3,3.5,5
Snap Custom Pizza,1504  Sansom St,19102,snap-custom-pizza-center-city-philadelphia,4.5,90
Snap Kitchen,1109  Walnut,19107,snap-kitchen-philadelphia-6,4.0,15
Snap Kitchen,1325  Frankford Ave,19125,snap-kitchen-philadelphia-8,4.0,1
Snap Kitchen,243  Market St,19106,snap-kitchen-philadelphia,4.0,30
So Crepe,1506  South St,19146,so-crepe-philadelphia,4.5,226
Society Hill Food Garden,275  St James Pl   485,19106,society-hill-food-garden-philadelphia-2,3.5,2
Sofitel Philadelphia,120 S 17th St,19103,sofitel-philadelphia-philadelphia,4.0,259
Solly Pizza,8108  Bustleton Ave,19152,solly-pizza-philadelphia,4.0,15
Solo,50 N 10th St,19107,solo-skewer-bar-philadelphia,3.0,73
Sonesta Hotel Philadelphia,1800  Market St BLDG,19103,sonesta-hotel-philadelphia,3.0,131
Sonic,2201 E Butler St,19137,sonic-drive-in-philadelphia-3,2.0,26
Sonny's Famous Steaks,228  Market St,19106,sonnys-famous-steaks-philadelphia,4.0,793
Sopranos at the Bellevue,200 S Broad St,0,sopranos-cafe-philadelphia-2,5.0,3
Sorrentino's Deli,4361  Cresson St,19127,sorrentinos-grocery-philadelphia,4.5,55
Sorrento Pizza,1624 W Olney Ave,19141,sorrentos-pizza-philadelphia,2.5,22
Sotto,151 S 24th St LOWR,19103,sotto-philadelphia,4.0,91
Soul Boat,1422  Dickinson St,19146,soul-boat-philadelphia-4,4.0,8
Soup Kitchen Cafe LLC,2146 E Susquehanna Ave,19125,soup-kitchen-cafe-philadelphia,4.0,216
Soup'er Sushi,3400  Civic Center Blvd,19104,souper-sushi-philadelphia,5.0,1
South,600 N Broad St,19130,south-philadelphia,4.0,108
South Garden Chinese Restaurant,220  South St,19147,south-garden-philadelphia,3.5,44
South House,2535 S 13th St,19148,southhouse-philadelphia,4.5,79
South Philly Bar and Grill,1235 E Passyunk Ave,19147,south-philly-bar-and-grill-philadelphia,3.0,78
South Philly Barbacoa,1703 S 11th St,19148,south-philly-barbacoa-philadelphia,5.0,75
South Philly Cold Cuts,701  Wharton St,19147,southwark-philadelphia,4.0,169
South Philly Tap Room,1509  Mifflin St,19145,south-philadelphia-tap-room-philadelphia-3,4.0,439
South Side Pizza Express,740  Mifflin St,19148,south-side-pizza-philadelphia-2,2.5,13
South Street Diner,140  South St,19147,south-street-diner-philadelphia,3.0,140
South Street Philly Bagel,613 S 03rd St,19147,south-street-philly-bagels-philadelphia,4.0,188
South Street Souvlaki,509  South St,19147,south-street-souvlaki-philadelphia,4.0,168
South Style Pizza & Deli,449 S 61st St,19143,south-style-pizza-philadelphia-2,3.5,3
South View Pizza,367  Durfor St,19148,south-view-pizza-philadelphia,2.5,13
Southside Chicken,1508  Point Breeze Ave   1,19146,southside-chicken-and-seafood-philadelphia-2,1.5,12
Southside Pizza,917 S 20th St,19146,south-side-pizza-philadelphia,2.5,39
Southwark,701 S 04th St,19147,southwark-philadelphia,4.0,169
Soy Cafe Group Inc.,630 N 02  ND St,19123,soy-cafe-philadelphia-3,4.5,216
Spanish Island Restaurant,6539  Roosevelt Blvd,19149,spanish-island-restaurant-philadelphia,3.0,25
Speedy Pizza,4013  Fairdale Rd,19154,speedys-pizza-philadelphia,5.0,1
Spice 28,1228  Chestnut St,19107,spice-28-philadelphia,4.0,563
Spice C Inc,131 N 10th St,19107,spice-c-philadelphia-2,4.0,258
Spice End,2004  Chestnut St,19103,spice-end-philadelphia-3,4.0,223
Spice Garden,9813  Bustleton Ave,19115,spice-garden-philadelphia,4.0,9
Spice Grill Chinese Restaraunt,3447  Richmond St,19134,spice-grill-and-asian-cuisine-philadelphia-2,4.0,4
Spice Memory,1105  Walnut St,19107,spicy-memory-philadelphia,4.5,21
Spot Gourmet Burgers,2821 W Girard Ave,19130,spot-gourmet-burgers-steaks-and-pork-philadelphia,4.5,97
Spread Bagelry,262 S 20th St,19103,spread-bagelry-philadelphia-2,3.5,391
Spring  Garden Wash & Lube,1111  Spring Garden St,19123,spring-garden-wash-and-lube-philadelphia,3.0,82
Spring Garden Pizza Restaurant,1139  Spring Garden St,19123,spring-garden-pizza-and-restaurant-philadelphia,4.0,14
Spring Garden Restaurant,400  Spring Garden St,19123,spring-garden-restaurant-philadelphia,4.0,64
Spuntino Wood Fired Pizzeria,701 N 02nd St,19123,spuntino-wood-fired-pizza-philadelphia,4.5,66
Square Burger,200 N 06th St,19106,squareburger-philadelphia,3.0,110
Square on Square,1905  Chestnut St,19103,square-on-square-philadelphia-3,3.5,185
Square One Coffee,249 S 13th St,19107,square-one-coffee-philadelphia-2,4.0,102
Stable Coffee Company,1801 N 10th St,19122,stable-coffee-company-philadelphia-2,3.0,4
Stacy's Pizza II,7404  Drexel Rd,19151,stacys-pizza-philadelphia-2,2.5,7
Stadium Pizza Grill,2400 S 10th St,19148,stadium-pizza-philadelphia,3.0,28
Stan's Deli,3632  Powelton Ave,19104,stans-deli-philadelphia,4.5,29
Standard Tap,901 N 02nd St,19123,standard-tap-philadelphia,4.0,621
Staples,2290 W Oregon Ave,19145,staples-philadelphia-7,2.0,13
Staples,7700  Germantown Ave,19118,staples-philadelphia-2,3.0,10
Staples,9906  Roosevelt Blvd,19115,staples-philadelphia-8,1.5,4
Staples # 84,1300 S Columbus Blvd,19147,staples-the-office-superstore-philadelphia-6,3.5,28
Staples #0756,1500  Chestnut St,19102,staples-philadelphia-6,3.0,42
Star Fusion,2013 N 63rd St,19151,star-fusion-philadelphia-2,4.0,43
Star Pizza,5801  Torresdale Ave,19135,star-pizza-philadelphia,4.0,6
Starboard Side Tavern,2500 E Norris St,19125,starboard-side-tavern-philadelphia,4.0,13
Starbucks,1839  Chestnut St   Starbucks,19103,starbucks-philadelphia-22,3.5,27
Starbucks,1945  Callowhill St,19130,starbucks-philadelphia-13,3.5,21
Starbucks,254 S 15th St,19102,starbucks-philadelphia-10,3.0,23
Starbucks,347  South St,19147,starbucks-philadelphia-11,3.0,41
Starbucks @ University of the Sciences,4140  Woodland Ave Ave,19104,starbucks-philadelphia-53,3.5,9
Starbucks at St. Joseph's University,2461 N 54th St,19131,starbucks-philadelphia-46,3.0,7
Starbucks Coffee,1001  Chestnut St,19107,starbucks-philadelphia-4,3.5,39
Starbucks Coffee,1201  Market St   1,19107,starbucks-philadelphia-49,2.5,27
Starbucks Coffee,1900  Market St   3,19103,starbucks-philadelphia-43,4.0,16
Starbucks Coffee,337 S Broad St,19107,starbucks-philadelphia-65,3.5,27
Starbucks Coffee,4600  City Line Ave,19151,starbucks-philadelphia-66,2.5,18
Starbucks Coffee,6024  Ridge Ave,19128,starbucks-philadelphia-9,3.5,38
Starbucks Coffee,63 N 03rd St,19106,starbucks-philadelphia-50,3.5,40
Starbucks Coffee # 752,8515  Germantown Ave,19118,starbucks-philadelphia-41,3.5,31
Starbucks Coffee Company,10000  Roosevelt Blvd,19116,starbucks-philadelphia-20,3.0,24
Starbucks Coffee Company,200 W Washington Sq,19106,starbucks-philadelphia-59,3.0,14
Starbucks Coffee Company,3421  Chestnut St   A,19104,starbucks-philadelphia-3,4.0,54
Starbucks Coffee Company,3901  Walnut St,19104,starbucks-philadelphia-70,3.0,3
Starbucks Coffee Shop,3400  Civic Center Blvd,19104,starbucks-philadelphia-64,3.5,12
Stargazy,1838 E Passyunk Ave,19148,stargazy-philadelphia,4.5,93
Stateside,1536 E Passyunk Ave,19147,stateside-philadelphia,3.5,304
Station Pizza,14102  Bustleton Ave,19116,station-pizza-philadelphia-2,2.0,8
Station Pizza,9319  Krewstown Rd,19115,station-pizza-philadelphia,2.5,30
Steak & All,1701 N Dover St,19121,the-prime-rib-philadelphia,3.5,183
Steap and Grind,1619  Frankford Ave,19125,steap-and-grind-philadelphia,4.0,89
Steve's Prince of Steaks,2711  Comly Rd,19154,steves-prince-of-steaks-philadelphia-3,4.0,113
Steve's Prince of Steaks,41 S 16th St,19102,steves-prince-of-steaks-philadelphia-2,3.5,265
Steve's Steaks,7200  Bustleton Ave,19149,steves-prince-of-steaks-philadelphia,4.0,315
Stir Lounge,1705  Chancellor St,19103,stir-philadelphia,4.0,89
Stock,308 E Girard Ave,19125,stock-philadelphia,4.0,158
Stock's Bakery,2614 E Lehigh Ave,19125,stocks-bakery-philadelphia,4.5,106
Stockyard,1541  Spring Garden St,19130,stockyard-sandwich-philadelphia,5.0,16
Stogie Joe's Tavern,1801 E Passyunk Ave,19148,stogie-joes-tavern-philadelphia,3.5,202
Strangelove's,216 S 11th St,19107,strangeloves-philadelphia,4.0,320
Streetside,165 W Girard Ave,19123,street-side-philadelphia-2,4.0,55
Stripp'd Cold Pressed Juice,263 N 03rd St,19106,strippd-cold-pressed-juice-philadelphia,4.5,30
Su Xing House,1508  Sansom St,19102,su-xing-house-philadelphia,4.0,320
Subway,106 S 16th St,19102,subway-philadelphia-4,3.5,11
Subway,400  Market St,19106,subway-philadelphia-24,2.5,7
Subway,545 N Broad St,19123,subway-philadelphia-3,3.5,3
Subway,6125  Ridge Ave,19128,subway-philadelphia-54,2.0,2
Sugar Bowl,6104  Germantown Ave,19144,the-sugar-bowl-philadelphia-2,4.0,4
Sugar House Casino,1001 N Delaware Ave,19125,sugarhouse-casino-philadelphia,2.0,197
Sulimay's,632 E Girard Ave,19125,sulimays-restaurant-philadelphia,3.5,44
Summit Children's Program,6757  Greene St,19119,summit-childrens-program-philadelphia,5.0,1
Sun Shanty,6114  Germantown Ave,19144,sun-shanty-jamaican-takeout-restaurant-philadelphia,4.0,14
Sunnyside Diner,2801 W Girard Ave,19130,philly-sunnyside-diner-philadelphia,4.0,2
Sunoco A Plus,801 S Broad St,19147,sunoco-a-plus-philadelphia-12,3.5,4
Super Acucare,46 N 10th St,19107,super-acucare-inc-philadelphia,4.0,21
Super China Buffet,3400  Aramingo Ave   16,19134,super-china-buffet-philadelphia,2.0,7
Superior Pasta Company,905  Christian St,19147,superior-pasta-company-philadelphia,4.5,47
Supper,926  South St BLDG,19147,supper-philadelphia,3.5,417
Surf City Squeeze,2951  Market St   main area,19104,surf-city-squeeze-philadelphia,2.0,7
Sweeney's Verree Tavern,7968  Verree Rd,19111,sweenys-verree-tavern-philadelphia,4.5,3
Sweet Box,339 S 13th St,19107,sweet-box-cupcakes-philadelphia,4.5,114
Sweet Charlies,711  Walnut St,19107,sweet-charlies-philadelphia,4.0,137
Sweet Elizabeth's,4409  Main St,19127,sweet-elizabeths-cakes-philadelphia-2,4.5,105
Sweet Ending,1800  Chestnut St,19103,sweet-cafe-philadelphia,3.0,226
Sweet Freedom Bakery,1424  South St,19146,sweet-freedom-bakery-philadelphia,3.5,259
Sweet Lucy's Smoke House,7500  State Rd   a,19136,sweet-lucys-smokehouse-philadelphia,4.0,413
Sweetgreen,1821  Chestnut,19103,sweetgreen-philadelphia-3,4.5,82
Sweetgreen,3925  Walnut St,19104,sweetgreen-philadelphia,3.5,149
Sweetgreen,924  Walnut St,19107,sweetgreen-philadelphia-2,4.0,110
Swiss Haus Bakery,313  Market St,19106,swiss-haus-bakery-philadelphia-2,4.5,26
Swiss Haus Bakery,35 S 19th St,19103,swiss-haus-bakery-philadelphia,4.0,197
Syrenka Restaurant,3173  Richmond St,19134,syrenka-luncheonette-philadelphia,4.0,46
Syriana Hookah Lounge,14254  Bustleton Ave,19116,syriana-hookah-lounge-philadelphia-2,3.5,10
Szechuan  Four Rivers,936  Race St,19107,szechuan-four-rivers-philadelphia,3.5,177
Szechuan Dim Sum,906  Arch St,19107,szechuan-dim-sum-restaurant-philadelphia,3.5,33
Szechuan King Chinese Restaurant,1916  Welsh Rd,19115,szechuan-king-philadelphia,3.5,8
Tabu,200 S 12th St,19107,tabu-lounge-and-sports-bar-philadelphia,3.5,72
Tacconelli's Pizzeria,2604 E Somerset St,19134,tacconellis-pizzeria-philadelphia,4.0,249
Taco Riendo,1301 N 05th St,19123,taco-riendo-philadelphia,4.0,258
Taffets,1024 S 9th St,19147,taffets-bakery-and-store-philadelphia,4.5,53
Tai Lake,134 N 10th St,19107,tai-lake-restaurant-philadelphia-2,3.5,212
Tailhook Tavern,3522  Cottman Ave,19149,tailhook-philadelphia,4.5,10
Takka Grill,433  South St,19147,takka-grill-and-pizza-philadelphia,2.5,23
Takka Grill and Pizza on Chelten,324 W Chelten Ave   pizza,19144,takka-grill-and-pizza-on-chelten-ave-philadelphia,4.0,3
Takka Grill Pizza II,5536  Torresdale Ave,19124,takka-grill-on-torresdale-philadelphia,3.0,17
Takka Grill Pizzeria & Restaurant,418 E Wyoming Ave,19120,takka-grill-philadelphia,1.5,5
Takka Grlll & Shrimpies,1910 W Cheltenham Ave,19138,takka-grill-and-shrimpies-philadelphia,3.5,11
Talia's Deli,122 W Girard Ave,19123,talias-grille-philadelphia,5.0,36
Talluto's Authentic,944 S 09th St,19147,tallutos-authentic-italian-food-philadelphia-4,4.5,51
Talula's Garden Washington Square,210 W Washington Sq,19106,talulas-garden-philadelphia,4.5,985
Tamarind Restaurant,117  South St   active,19147,tamarind-philadelphia,4.0,214
Tampopo,104 S 21st St,19103,tampopo-philadelphia,4.0,218
Tampopo,269 S 44th St,19104,tampopo-philadelphia-3,3.0,134
Tandoor India Restaurant,106 S 40th St,19104,tandoor-authentic-indian-restaurant-philadelphia-7,3.5,148
Tang Dynasty Buffet,4504  City Ave,19131,tang-dynasty-buffet-philadelphia,2.0,19
Tangier Bar & Restaurant,1801  Lombard St,19146,tangier-restaurant-philadelphia,3.5,99
Tango,1021  Arch St,19107,tango-philadelphia,3.0,105
Tano's Deli,7401  Bingham St,19111,tanos-deli-philadelphia,4.5,5
Tap Room on 19th St.,2400 S 19th St,19145,tap-room-on-19th-philadelphia-2,4.0,106
Taqueria & Restaurante La Hacienda,4715 N Front St,19120,taqueria-la-hacienda-philadelphia,5.0,5
Taqueria Feliz,4410  Main St,19127,taqueria-feliz-philadelphia-4,4.0,237
Taqueria La Veracruzana,908  Washington Ave,19147,taqueria-la-veracruzana-philadelphia,4.0,389
Taqueria Raza,227 W Allegheny Ave,19133,taqueria-la-raza-philadelphia,4.0,24
Target,1 E Mifflin St,19148,target-philadelphia,3.0,87
Target,11000  Roosevelt Blvd   TARGET,19116,target-philadelphia-4,4.0,19
Target,1900  Chestnut St,19103,target-philadelphia-15,3.5,10
Target,2701  Castor Ave,19134,target-philadelphia-2,3.0,23
Target,4000  Monument Rd,19131,target-philadelphia-8,2.5,56
Target,7400  Bustleton Ave,19152,target-philadelphia-6,2.0,26
Target (Starbucks),11000  Roosevelt Blvd,19116,target-philadelphia-4,4.0,19
Tarka  Resturant,3801  Chestnut St,19104,tarka-restaurant-philadelphia,3.0,64
"Tartes, Inc.",212  Arch St,19106,tartes-philadelphia,4.0,140
Tashan Restaurant,777 S Broad St,19147,tashan-philadelphia,4.0,371
